Thickness,Na,TiO2_Th,Bulk_def,Temp,IF_def,Affinity,JsC,Voc,FF,PCE
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.00E+02,1.00E+12,4.10E+00,26.84104557,0.769717,78.4352,16.2047
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.25E+02,1.00E+09,3.70E+00,26.85105687,1.00911,82.237,22.2827
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.25E+02,1.00E+09,3.90E+00,26.82002331,0.923687,81.1199,20.0961
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.25E+02,1.00E+09,4.10E+00,26.8337093,0.739024,76.7571,15.2215
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.25E+02,1.00E+10,3.70E+00,26.85105538,1.009029,82.233,22.2798
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.25E+02,1.00E+10,3.90E+00,26.82002194,0.923687,81.1199,20.0961
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.25E+02,1.00E+10,4.10E+00,26.83370811,0.739024,76.7571,15.2215
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.25E+02,1.00E+11,3.70E+00,26.85104053,1.008229,82.1943,22.2516
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.25E+02,1.00E+11,3.90E+00,26.82000826,0.923686,81.1197,20.096
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.25E+02,1.00E+11,4.10E+00,26.83369624,0.739024,76.7571,15.2215
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.25E+02,1.00E+12,3.70E+00,26.850892,1.000675,81.8767,21.9995
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.25E+02,1.00E+12,3.90E+00,26.81987146,0.923678,81.1181,20.0953
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.25E+02,1.00E+12,4.10E+00,26.83357757,0.739023,76.7567,15.2213
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.50E+02,1.00E+09,3.70E+00,26.85374075,0.96564,82.6563,21.4336
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.50E+02,1.00E+09,3.90E+00,26.81458846,0.878816,80.5364,18.9785
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.50E+02,1.00E+09,4.10E+00,26.82503853,0.707398,74.99,14.2301
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.50E+02,1.00E+10,3.70E+00,26.85373909,0.96558,82.6518,21.4311
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.50E+02,1.00E+10,3.90E+00,26.81458698,0.878816,80.5364,18.9785
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.50E+02,1.00E+10,4.10E+00,26.82503725,0.707398,74.99,14.2301
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.50E+02,1.00E+11,3.70E+00,26.85372248,0.964983,82.6073,21.4064
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.50E+02,1.00E+11,3.90E+00,26.8145721,0.878815,80.5362,18.9784
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.50E+02,1.00E+11,4.10E+00,26.82502437,0.707398,74.99,14.2301
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.50E+02,1.00E+12,3.70E+00,26.85355645,0.959504,82.2354,21.1888
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.50E+02,1.00E+12,3.90E+00,26.81442332,0.878806,80.5348,18.9778
1.10E+00,1.00E+15,3.00E-02,1.00E+12,3.50E+02,1.00E+12,4.10E+00,26.8248956,0.707397,74.9896,14.2299
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.00E+02,1.00E+09,3.70E+00,26.84627568,1.052858,80.9594,22.8834
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.00E+02,1.00E+09,3.90E+00,26.82385093,0.966036,81.5982,21.1444
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.00E+02,1.00E+09,4.10E+00,26.83908653,0.769672,78.3894,16.1931
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.00E+02,1.00E+10,3.70E+00,26.84627436,1.052738,80.9594,22.8808
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.00E+02,1.00E+10,3.90E+00,26.82384968,0.966036,81.5982,21.1444
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.00E+02,1.00E+10,4.10E+00,26.83908544,0.769672,78.3894,16.1931
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.00E+02,1.00E+11,3.70E+00,26.8462611,1.051559,80.9605,22.8555
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.00E+02,1.00E+11,3.90E+00,26.82383716,0.966035,81.598,21.1443
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.00E+02,1.00E+11,4.10E+00,26.83907456,0.769672,78.3894,16.1931
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.00E+02,1.00E+12,3.70E+00,26.84612851,1.035481,81.4944,22.6543
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.00E+02,1.00E+12,3.90E+00,26.82371196,0.966029,81.596,21.1435
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.00E+02,1.00E+12,4.10E+00,26.83896579,0.769671,78.389,16.193
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.25E+02,1.00E+09,3.70E+00,26.84954019,1.008623,82.0861,22.2298
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.25E+02,1.00E+09,3.90E+00,26.81845243,0.923558,81.0743,20.0808
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.25E+02,1.00E+09,4.10E+00,26.83144342,0.73895,76.7147,15.2103
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.25E+02,1.00E+10,3.70E+00,26.84953871,1.008543,82.0824,22.227
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.25E+02,1.00E+10,3.90E+00,26.81845106,0.923558,81.0742,20.0808
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.25E+02,1.00E+10,4.10E+00,26.83144223,0.73895,76.7147,15.2103
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.25E+02,1.00E+11,3.70E+00,26.84952386,1.007751,82.0465,22.1998
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.25E+02,1.00E+11,3.90E+00,26.81843738,0.923557,81.0741,20.0807
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.25E+02,1.00E+11,4.10E+00,26.83143036,0.73895,76.7147,15.2103
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.25E+02,1.00E+12,3.70E+00,26.84937533,0.999985,81.7729,21.9552
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.25E+02,1.00E+12,3.90E+00,26.81830059,0.923549,81.0724,20.08
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.25E+02,1.00E+12,4.10E+00,26.8313117,0.73895,76.7143,15.2101
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.50E+02,1.00E+09,3.70E+00,26.8521533,0.964979,82.4887,21.3743
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.50E+02,1.00E+09,3.90E+00,26.81291856,0.878639,80.4875,18.962
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.50E+02,1.00E+09,4.10E+00,26.82256152,0.707324,74.9488,14.2195
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.50E+02,1.00E+10,3.70E+00,26.85215164,0.96492,82.4845,21.3719
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.50E+02,1.00E+10,3.90E+00,26.81291707,0.878639,80.4875,18.9619
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.50E+02,1.00E+10,4.10E+00,26.82256023,0.707324,74.9488,14.2195
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.50E+02,1.00E+11,3.70E+00,26.85213504,0.964331,82.4428,21.348
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.50E+02,1.00E+11,3.90E+00,26.81290219,0.878638,80.4873,18.9619
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.50E+02,1.00E+11,4.10E+00,26.82254736,0.707324,74.9488,14.2195
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.50E+02,1.00E+12,3.70E+00,26.851969,0.958923,82.093,21.1381
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.50E+02,1.00E+12,3.90E+00,26.81275343,0.878629,80.4859,18.9613
1.10E+00,1.00E+15,3.00E-02,1.00E+13,3.50E+02,1.00E+12,4.10E+00,26.8224186,0.707323,74.9484,14.2193
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.00E+02,1.00E+09,3.70E+00,26.83175456,1.048322,79.8651,22.4647
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.00E+02,1.00E+09,3.90E+00,26.80899086,0.965253,81.1606,21.0023
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.00E+02,1.00E+09,4.10E+00,26.81830527,0.76922,77.9361,16.0776
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.00E+02,1.00E+10,3.70E+00,26.83175324,1.048125,79.8736,22.4629
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.00E+02,1.00E+10,3.90E+00,26.80898961,0.965253,81.1605,21.0023
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.00E+02,1.00E+10,4.10E+00,26.81830419,0.76922,77.9361,16.0776
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.00E+02,1.00E+11,3.70E+00,26.83173998,1.046222,79.9552,22.445
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.00E+02,1.00E+11,3.90E+00,26.80897709,0.965252,81.1603,21.0022
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.00E+02,1.00E+11,4.10E+00,26.81829332,0.76922,77.936,16.0775
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.00E+02,1.00E+12,3.70E+00,26.83160745,1.031628,80.5483,22.296
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.00E+02,1.00E+12,3.90E+00,26.80885198,0.965246,81.1585,21.0015
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.00E+02,1.00E+12,4.10E+00,26.81818467,0.769219,77.9357,16.0774
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.25E+02,1.00E+09,3.70E+00,26.83438848,1.004142,80.6851,21.741
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.25E+02,1.00E+09,3.90E+00,26.80275658,0.922289,80.6305,19.9318
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.25E+02,1.00E+09,4.10E+00,26.80880315,0.738232,76.2965,15.0999
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.25E+02,1.00E+10,3.70E+00,26.83438699,1.004069,80.6839,21.7391
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.25E+02,1.00E+10,3.90E+00,26.80275521,0.922289,80.6305,19.9318
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.25E+02,1.00E+10,4.10E+00,26.80880197,0.738232,76.2965,15.0999
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.25E+02,1.00E+11,3.70E+00,26.83437215,1.003344,80.6722,21.7203
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.25E+02,1.00E+11,3.90E+00,26.80274154,0.922288,80.6304,19.9317
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.25E+02,1.00E+11,4.10E+00,26.80879011,0.738232,76.2965,15.0999
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.25E+02,1.00E+12,3.70E+00,26.83422369,0.993861,80.835,21.5583
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.25E+02,1.00E+12,3.90E+00,26.80260485,0.922281,80.6288,19.9311
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.25E+02,1.00E+12,4.10E+00,26.80867159,0.738231,76.2961,15.0998
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.50E+02,1.00E+09,3.70E+00,26.83629541,0.958971,81.0683,20.8631
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.50E+02,1.00E+09,3.90E+00,26.79623328,0.876912,80.0136,18.8016
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.50E+02,1.00E+09,4.10E+00,26.79781221,0.706584,74.5432,14.1147
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.50E+02,1.00E+10,3.70E+00,26.83629376,0.958919,81.0661,20.8614
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.50E+02,1.00E+10,3.90E+00,26.79623179,0.876912,80.0136,18.8015
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.50E+02,1.00E+10,4.10E+00,26.79781092,0.706584,74.5432,14.1147
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.50E+02,1.00E+11,3.70E+00,26.83627716,0.958401,81.0436,20.8443
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.50E+02,1.00E+11,3.90E+00,26.79621692,0.876911,80.0134,18.8015
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.50E+02,1.00E+11,4.10E+00,26.79779806,0.706584,74.5432,14.1147
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.50E+02,1.00E+12,3.70E+00,26.83611121,0.953596,80.7839,20.6732
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.50E+02,1.00E+12,3.90E+00,26.79606828,0.876903,80.012,18.8009
1.10E+00,1.00E+15,3.00E-02,1.00E+14,3.50E+02,1.00E+12,4.10E+00,26.79766947,0.706584,74.5428,14.1145
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.00E+02,1.00E+09,3.70E+00,26.68789903,1.022182,74.3271,20.2763
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.00E+02,1.00E+09,3.90E+00,26.66160524,0.957756,77.5474,19.802
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.00E+02,1.00E+09,4.10E+00,26.61214089,0.764775,74.0609,15.0731
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.00E+02,1.00E+10,3.70E+00,26.68789771,1.022079,74.3334,20.276
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.00E+02,1.00E+10,3.90E+00,26.66160399,0.957756,77.5474,19.802
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.00E+02,1.00E+10,4.10E+00,26.61213982,0.764775,74.0609,15.0731
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.00E+02,1.00E+11,3.70E+00,26.68788451,1.021068,74.3956,20.2729
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.00E+02,1.00E+11,3.90E+00,26.66159156,0.957756,77.5473,19.8019
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.00E+02,1.00E+11,4.10E+00,26.61212906,0.764775,74.0609,15.0731
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.00E+02,1.00E+12,3.70E+00,26.68775255,1.012554,74.9127,20.2435
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.00E+02,1.00E+12,3.90E+00,26.66146723,0.957751,77.5458,19.8014
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.00E+02,1.00E+12,4.10E+00,26.61202153,0.764775,74.0606,15.073
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.25E+02,1.00E+09,3.70E+00,26.68435865,0.971902,74.931,19.433
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.25E+02,1.00E+09,3.90E+00,26.64708087,0.911313,76.9948,18.6973
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.25E+02,1.00E+09,4.10E+00,26.58423487,0.731967,72.631,14.1331
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.25E+02,1.00E+10,3.70E+00,26.68435717,0.971847,74.9338,19.4327
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.25E+02,1.00E+10,3.90E+00,26.64707952,0.911313,76.9948,18.6973
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.25E+02,1.00E+10,4.10E+00,26.5842337,0.731967,72.631,14.1331
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.25E+02,1.00E+11,3.70E+00,26.68434239,0.971302,74.9621,19.4291
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.25E+02,1.00E+11,3.90E+00,26.64706594,0.911313,76.9947,18.6972
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.25E+02,1.00E+11,4.10E+00,26.58422198,0.731967,72.631,14.1331
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.25E+02,1.00E+12,3.70E+00,26.6841946,0.966347,75.2146,19.395
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.25E+02,1.00E+12,3.90E+00,26.6469302,0.911308,76.9934,18.6967
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.25E+02,1.00E+12,4.10E+00,26.58410481,0.731966,72.6307,14.133
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.50E+02,1.00E+09,3.70E+00,26.67935847,0.920743,74.9929,18.4219
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.50E+02,1.00E+09,3.90E+00,26.63074255,0.86266,76.2315,17.5129
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.50E+02,1.00E+09,4.10E+00,26.55238237,0.698867,71.0737,13.1889
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.50E+02,1.00E+10,3.70E+00,26.67935682,0.920711,74.9942,18.4215
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.50E+02,1.00E+10,3.90E+00,26.63074108,0.86266,76.2315,17.5129
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.50E+02,1.00E+10,4.10E+00,26.5523811,0.698867,71.0737,13.1889
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.50E+02,1.00E+11,3.70E+00,26.6793403,0.920393,75.0069,18.4183
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.50E+02,1.00E+11,3.90E+00,26.63072633,0.862659,76.2314,17.5128
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.50E+02,1.00E+11,4.10E+00,26.5523684,0.698867,71.0737,13.1888
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.50E+02,1.00E+12,3.70E+00,26.67917513,0.91739,75.1257,18.3872
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.50E+02,1.00E+12,3.90E+00,26.63057884,0.862654,76.2302,17.5124
1.10E+00,1.00E+15,3.00E-02,1.00E+15,3.50E+02,1.00E+12,4.10E+00,26.55224141,0.698867,71.0734,13.1887
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.00E+02,1.00E+09,3.70E+00,26.838158,1.053204,81.31,22.9831
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.00E+02,1.00E+09,3.90E+00,26.81574413,0.965636,81.7181,21.1603
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.00E+02,1.00E+09,4.10E+00,26.81721492,0.769122,78.4601,16.183
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.00E+02,1.00E+10,3.70E+00,26.8381567,1.053086,81.31,22.9805
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.00E+02,1.00E+10,3.90E+00,26.81574291,0.965636,81.718,21.1603
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.00E+02,1.00E+10,4.10E+00,26.81721397,0.769122,78.4601,16.1829
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.00E+02,1.00E+11,3.70E+00,26.83814376,1.051923,81.3111,22.9555
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.00E+02,1.00E+11,3.90E+00,26.81573071,0.965635,81.7179,21.1602
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.00E+02,1.00E+11,4.10E+00,26.81720451,0.769122,78.4601,16.1829
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.00E+02,1.00E+12,3.70E+00,26.83801434,1.036249,81.8241,22.756
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.00E+02,1.00E+12,3.90E+00,26.81560873,0.96563,81.716,21.1595
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.00E+02,1.00E+12,4.10E+00,26.81710984,0.769121,78.4598,16.1828
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.25E+02,1.00E+09,3.70E+00,26.84109215,1.009102,82.43,22.3265
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.25E+02,1.00E+09,3.90E+00,26.8111723,0.923148,81.1902,20.0951
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.25E+02,1.00E+09,4.10E+00,26.8099486,0.738108,76.7974,15.1972
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.25E+02,1.00E+10,3.70E+00,26.84109071,1.009023,82.4265,22.3238
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.25E+02,1.00E+10,3.90E+00,26.81117097,0.923148,81.1902,20.0951
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.25E+02,1.00E+10,4.10E+00,26.80994757,0.738108,76.7974,15.1972
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.25E+02,1.00E+11,3.70E+00,26.84107625,1.008244,82.3928,22.2974
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.25E+02,1.00E+11,3.90E+00,26.81115768,0.923147,81.1901,20.0951
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.25E+02,1.00E+11,4.10E+00,26.80993729,0.738108,76.7974,15.1971
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.25E+02,1.00E+12,3.70E+00,26.84093168,1.001022,82.0999,22.0589
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.25E+02,1.00E+12,3.90E+00,26.8110248,0.92314,81.1885,20.0944
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.25E+02,1.00E+12,4.10E+00,26.80983448,0.738107,76.7971,15.197
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.50E+02,1.00E+09,3.70E+00,26.84495491,0.965628,82.8244,21.4699
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.50E+02,1.00E+09,3.90E+00,26.80607654,0.878264,80.6017,18.9759
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.50E+02,1.00E+09,4.10E+00,26.80254032,0.706403,75.02,14.2038
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.50E+02,1.00E+10,3.70E+00,26.84495329,0.96557,82.8204,21.4676
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.50E+02,1.00E+10,3.90E+00,26.8060751,0.878264,80.6017,18.9759
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.50E+02,1.00E+10,4.10E+00,26.8025392,0.706403,75.02,14.2038
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.50E+02,1.00E+11,3.70E+00,26.84493717,0.964994,82.7816,21.4447
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.50E+02,1.00E+11,3.90E+00,26.8060607,0.878263,80.6015,18.9758
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.50E+02,1.00E+11,4.10E+00,26.80252809,0.706403,75.02,14.2038
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.50E+02,1.00E+12,3.70E+00,26.84477588,0.959706,82.4537,21.2426
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.50E+02,1.00E+12,3.90E+00,26.80591673,0.878256,80.6002,18.9753
1.10E+00,1.00E+15,4.00E-02,1.00E+12,3.50E+02,1.00E+12,4.10E+00,26.80241696,0.706402,75.0197,14.2037
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.00E+02,1.00E+09,3.70E+00,26.83672985,1.052852,81.1763,22.9365
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.00E+02,1.00E+09,3.90E+00,26.81425428,0.965557,81.673,21.1457
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.00E+02,1.00E+09,4.10E+00,26.81511925,0.769076,78.4141,16.1712
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.00E+02,1.00E+10,3.70E+00,26.83672856,1.052735,81.1766,22.934
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.00E+02,1.00E+10,3.90E+00,26.81425306,0.965557,81.673,21.1457
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.00E+02,1.00E+10,4.10E+00,26.8151183,0.769076,78.4141,16.1712
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.00E+02,1.00E+11,3.70E+00,26.83671562,1.051579,81.1804,22.9099
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.00E+02,1.00E+11,3.90E+00,26.81424087,0.965556,81.6728,21.1456
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.00E+02,1.00E+11,4.10E+00,26.81510883,0.769076,78.4141,16.1712
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.00E+02,1.00E+12,3.70E+00,26.83658621,1.035822,81.7213,22.7168
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.00E+02,1.00E+12,3.90E+00,26.8141189,0.965551,81.671,21.1449
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.00E+02,1.00E+12,4.10E+00,26.81501418,0.769075,78.4138,16.1711
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.25E+02,1.00E+09,3.70E+00,26.83960382,1.008614,82.2806,22.274
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.25E+02,1.00E+09,3.90E+00,26.8095917,0.92302,81.1446,20.0799
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.25E+02,1.00E+09,4.10E+00,26.80766304,0.738035,76.7551,15.186
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.25E+02,1.00E+10,3.70E+00,26.83960237,1.008536,82.2774,22.2714
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.25E+02,1.00E+10,3.90E+00,26.80959038,0.92302,81.1446,20.0799
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.25E+02,1.00E+10,4.10E+00,26.80766201,0.738035,76.7551,15.186
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.25E+02,1.00E+11,3.70E+00,26.83958792,1.007764,82.2464,22.246
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.25E+02,1.00E+11,3.90E+00,26.80957709,0.923019,81.1444,20.0798
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.25E+02,1.00E+11,4.10E+00,26.80765173,0.738035,76.7551,15.186
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.25E+02,1.00E+12,3.70E+00,26.83944335,1.000328,81.9965,22.0146
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.25E+02,1.00E+12,3.90E+00,26.80944422,0.923012,81.1428,20.0792
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.25E+02,1.00E+12,4.10E+00,26.80754893,0.738034,76.7548,15.1858
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.50E+02,1.00E+09,3.70E+00,26.84339801,0.964966,82.6572,21.4107
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.50E+02,1.00E+09,3.90E+00,26.80438884,0.87809,80.5528,18.9594
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.50E+02,1.00E+09,4.10E+00,26.80003913,0.706328,74.9791,14.1933
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.50E+02,1.00E+10,3.70E+00,26.8433964,0.964909,82.6535,21.4084
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.50E+02,1.00E+10,3.90E+00,26.8043874,0.87809,80.5528,18.9594
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.50E+02,1.00E+10,4.10E+00,26.80003802,0.706328,74.9791,14.1933
1.10E+00,1.00E+15,4.00E-02,1.00E+13,3.50E+02,1.00E+11,3.70E+00,26.84338027,0.964341,82.6173,21.3865
